종목코드,종목명,시장구분,업종명,시가총액
189300,인텔리안테크,KOSDAQ,일반전기전자,625407858900
189330,씨이랩,KOSDAQ,소프트웨어,119993598320
189690,포시에스,KOSDAQ,소프트웨어,76046147050
189860,서전기전,KOSDAQ,일반전기전자,59647497000
189980,흥국에프엔비,KOSDAQ,음식료·담배,119811413595
190510,나무가,KOSDAQ,IT부품,265563954560
190650,코리아에셋투자증권,KOSDAQ,금융,47079560000
191410,육일씨엔에쓰,KOSDAQ,IT부품,35534699460
191420,테고사이언스,KOSDAQ,제약,100711718280
192080,더블유게임즈,KOSPI,서비스업,812217300050
192250,케이사인,KOSDAQ,소프트웨어,111872599831
192390,윈하이텍,KOSDAQ,금속,43480135680
192400,쿠쿠홀딩스,KOSPI,기타금융,551925111200
192410,휴림네트웍스,KOSDAQ,통신장비,70826430360
192440,슈피겐코리아,KOSDAQ,IT부품,213842887200
192650,드림텍,KOSPI,전기전자,592247726740
192820,코스맥스,KOSPI,화학,957898559600
193250,와이제이엠게임즈,KOSDAQ,IT부품,64376536896
194370,제이에스코퍼레이션,KOSPI,기타제조업,168561996640
194480,데브시스터즈,KOSDAQ,디지털컨텐츠,574975544000
194700,노바렉스,KOSDAQ,음식료·담배,163729823040
195500,마니커에프앤지,KOSDAQ,음식료·담배,61004240000
195870,해성디에스,KOSPI,전기전자,861900000000
195940,HK이노엔,KOSDAQ,제약,951884337600
195990,에이비프로바이오,KOSDAQ,기계·장비,149181869898
196170,알테오젠,KOSDAQ,기타서비스,2670746150800
196300,애니젠,KOSDAQ,제약,83814237760
196450,코아시아씨엠,KOSDAQ,의료·정밀기기,82671415130
196490,디에이테크놀로지,KOSDAQ,기계·장비,125939310600
196700,웹스,KOSDAQ,화학,36341284320
197140,디지캡,KOSDAQ,출판·매체복제,49820440800
198080,엔피디,KOSDAQ,IT부품,45008536650
198440,고려시멘트,KOSDAQ,비금속,85226593400
198940,한주라이트메탈,KOSDAQ,금속,112144652550
199730,바이오인프라,KOSDAQ,기타서비스,92867345120
199800,툴젠,KOSDAQ,기타서비스,384480752700
199820,제일전기공업,KOSDAQ,일반전기전자,127765000000
200130,콜마비앤에이치,KOSDAQ,제약,630754963300
200230,텔콘RF제약,KOSDAQ,통신장비,132467640352
200350,래몽래인,KOSDAQ,오락·문화,152639559600
200470,에이팩트,KOSDAQ,반도체,145513789455
200670,휴메딕스,KOSDAQ,제약,333732401200
200710,에이디테크놀로지,KOSDAQ,반도체,263082470000
200780,비씨월드제약,KOSDAQ,제약,59934668160
200880,서연이화,KOSPI,운수장비,524621962170
201490,미투온,KOSDAQ,디지털컨텐츠,117372926350
203400,에이비온,KOSDAQ,기타서비스,149631181780
203450,유니온커뮤니티,KOSDAQ,일반전기전자,51596709605
203650,드림시큐리티,KOSDAQ,출판·매체복제,164974758040
203690,프로스테믹스,KOSDAQ,종이·목재,41773636450
204020,그리티,KOSDAQ,섬유·의류,64471776000
204210,모두투어리츠,KOSPI,서비스업,28450472525
204270,제이앤티씨,KOSDAQ,일반전기전자,473200451880
204320,HL만도,KOSPI,운수장비,2242202480000
204610,티쓰리,KOSDAQ,디지털컨텐츠,113935905720
204620,글로벌텍스프리,KOSDAQ,금융,209906514000
204630,스튜디오산타클로스,KOSDAQ,오락·문화,40073687808
204840,지엘팜텍,KOSDAQ,기타서비스,51235850325
205100,엑셈,KOSDAQ,소프트웨어,154806571615
205470,휴마시스,KOSDAQ,제약,359662525020
205500,액션스퀘어,KOSDAQ,디지털컨텐츠,112423660360
206400,베노홀딩스,KOSDAQ,건설,120815033880
206560,덱스터,KOSDAQ,오락·문화,254357463360
206640,바디텍메드,KOSDAQ,제약,274088155200
206650,유바이오로직스,KOSDAQ,제약,280260565830
207760,미스터블루,KOSDAQ,디지털컨텐츠,191422392320
207940,삼성바이오로직스,KOSPI,의약품,55871590000000
208140,정다운,KOSDAQ,음식료·담배,80893508850
208340,파멥신,KOSDAQ,제약,78063509440
208350,지란지교시큐리티,KOSDAQ,출판·매체복제,38668651875
208370,셀바스헬스케어,KOSDAQ,의료·정밀기기,150679919800
208640,썸에이지,KOSDAQ,출판·매체복제,71847971064
208710,바이오로그디바이스,KOSDAQ,IT부품,38029011300
208860,엔지스테크널러지,KOSDAQ,소프트웨어,25233717915
210540,디와이파워,KOSPI,기계,138904686640
210980,SK디앤디,KOSPI,서비스업,475979017800
211050,인카금융서비스,KOSDAQ,금융,139444777200
211270,AP위성,KOSDAQ,통신장비,218240938880
212560,네오오토,KOSDAQ,운송장비·부품,76780889250
213420,덕산네오룩스,KOSDAQ,반도체,1118644613950
213500,한솔제지,KOSPI,종이목재,268708503040
214150,클래시스,KOSDAQ,의료·정밀기기,1816986491100
214180,헥토이노베이션,KOSDAQ,소프트웨어,167968533950
214260,라파스,KOSDAQ,화학,188287923000
214270,FSN,KOSDAQ,출판·매체복제,113217826515
214310,에스엘에너지,KOSDAQ,반도체,22516276518
214320,이노션,KOSPI,서비스업,778000000000
214330,금호에이치티,KOSPI,운수장비,149067136440
214370,케어젠,KOSDAQ,제약,2100256500000
214390,경보제약,KOSPI,의약품,179062381400
214420,토니모리,KOSPI,화학,120273995000
214430,아이쓰리시스템,KOSDAQ,일반전기전자,169496226000
214450,파마리서치,KOSDAQ,제약,1249150385000
214610,미코바이오메드,KOSDAQ,의료·정밀기기,96117530250
214680,디알텍,KOSDAQ,의료·정밀기기,237258686075
214870,뉴지랩파마,KOSDAQ,유통,45813404598
215000,골프존,KOSDAQ,소프트웨어,748657009500
215090,휴센텍,KOSDAQ,의료·정밀기기,120843123170
215100,로보로보,KOSDAQ,디지털컨텐츠,113747857860
215200,메가스터디교육,KOSDAQ,기타서비스,752043192000
215360,우리산업,KOSDAQ,운송장비·부품,156890560340
215380,우정바이오,KOSDAQ,기타서비스,38419020115
215480,토박스코리아,KOSDAQ,유통,43651904780
215600,신라젠,KOSDAQ,기타서비스,631604147500
215790,알비케이그룹,KOSDAQ,통신장비,53898853362
216050,인크로스,KOSDAQ,기타서비스,189694388940
216080,제테마,KOSDAQ,제약,361893357700
217190,제너셈,KOSDAQ,반도체,120839217720
217270,넵튠,KOSDAQ,출판·매체복제,431584291840
217330,싸이토젠,KOSDAQ,기타서비스,316540553850
217480,에스디생명공학,KOSDAQ,화학,14870423038
217500,러셀,KOSDAQ,기계·장비,134564760000
217620,디딤이앤에프,KOSDAQ,숙박·음식,61427696788
217730,강스템바이오텍,KOSDAQ,제약,125195152500
217820,원익피앤이,KOSDAQ,기계·장비,403318310500
218150,미래생명자원,KOSDAQ,음식료·담배,136286531400
218410,RFHIC,KOSDAQ,일반전기전자,608052051800
219130,타이거일렉,KOSDAQ,반도체,147122957000
219420,링크제니시스,KOSDAQ,소프트웨어,79139598300
219550,디와이디,KOSDAQ,유통,80672706158
219750,지티지웰니스,KOSDAQ,의료·정밀기기,27234072750
220100,퓨쳐켐,KOSDAQ,제약,169744550400
220180,핸디소프트,KOSDAQ,소프트웨어,70062880000
220260,켐트로스,KOSDAQ,화학,245929922820
221840,하이즈항공,KOSDAQ,운송장비·부품,62179365325
221980,케이디켐,KOSDAQ,화학,54147016000
222040,코스맥스엔비티,KOSDAQ,음식료·담배,116960760000
222080,씨아이에스,KOSDAQ,기계·장비,827570412600
222110,팬젠,KOSDAQ,제약,57659202000
222160,바이옵트로,KOSDAQ,기계·장비,43569683100
222420,쎄노텍,KOSDAQ,비금속,95466485100
222800,심텍,KOSDAQ,반도체,984293018700
222810,세토피아,KOSDAQ,소프트웨어,231922331820
222980,한국맥널티,KOSDAQ,음식료·담배,62548508610
223250,드림씨아이에스,KOSDAQ,기타서비스,72708584400
223310,커머스마이너,KOSDAQ,유통,52224831720
224060,더코디,KOSDAQ,반도체,20274804630
224110,에이텍모빌리티,KOSDAQ,정보기기,72196800000
225190,삼양옵틱스,KOSDAQ,의료·정밀기기,102816339440
225220,제놀루션,KOSDAQ,제약,91632350275
225430,케이엠제약,KOSDAQ,화학,36281052050
225530,보광산업,KOSDAQ,비금속,238382049120
225570,넥슨게임즈,KOSDAQ,디지털컨텐츠,1338238262900
225590,패션플랫폼,KOSDAQ,섬유·의류,40487803760
226320,잇츠한불,KOSPI,화학,333106294850
226330,신테카바이오,KOSDAQ,출판·매체복제,124670221520
226340,본느,KOSDAQ,화학,51728819260
226360,KH 건설,KOSDAQ,건설,39434949389
226400,오스테오닉,KOSDAQ,의료·정밀기기,87400172280
226440,한송네오텍,KOSDAQ,기계·장비,90418067280
226950,올릭스,KOSDAQ,기타서비스,278116740000
227100,에이치앤비디자인,KOSDAQ,일반전기전자,54425350980
227610,아우딘퓨쳐스,KOSDAQ,화학,44156892570
227840,현대코퍼레이션홀딩스,KOSPI,유통업,101929363200
227950,엔투텍,KOSDAQ,기계·장비,135282152376
228340,동양파일,KOSDAQ,비금속,64200000000
228670,레이,KOSDAQ,의료·정밀기기,551904288800
228760,지노믹트리,KOSDAQ,기타서비스,300759362400
228850,레이언스,KOSDAQ,의료·정밀기기,192123942120
229000,젠큐릭스,KOSDAQ,제약,45468584210
229640,LS전선아시아,KOSPI,기타금융,210699167520
230240,에치에프알,KOSDAQ,통신장비,289339607700
230360,에코마케팅,KOSDAQ,기타서비스,359285121900
230980,에이트원,KOSDAQ,출판·매체복제,90374268474
232140,와이아이케이,KOSDAQ,반도체,340077975750
232680,라온테크,KOSDAQ,반도체,138671955060
234080,JW생명과학,KOSPI,의약품,194765014200
234100,폴라리스세원,KOSDAQ,운송장비·부품,114293094320
234300,에스트래픽,KOSDAQ,소프트웨어,117472024340
234340,헥토파이낸셜,KOSDAQ,소프트웨어,177338280000
234690,녹십자웰빙,KOSDAQ,제약,140953071440
234920,자이글,KOSDAQ,일반전기전자,279413291500
235980,메드팩토,KOSDAQ,기타서비스,484855985000
236200,슈프리마,KOSDAQ,일반전기전자,168322588200
236810,엔비티,KOSDAQ,기타서비스,96759928200
237690,에스티팜,KOSDAQ,제약,1645767812500
237750,피앤씨테크,KOSDAQ,일반전기전자,39824158000
237820,플레이디,KOSDAQ,기타서비스,68753470400
237880,클리오,KOSDAQ,화학,382209115950
238090,앤디포스,KOSDAQ,비금속,66975007035
238120,얼라인드,KOSDAQ,의료·정밀기기,59600523920
238200,비피도,KOSDAQ,음식료·담배,66176200000
238490,힘스,KOSDAQ,반도체,93665314080
239340,줌인터넷,KOSDAQ,인터넷,100634034820
239610,에이치엘사이언스,KOSDAQ,음식료·담배,95763962400
239890,피엔에이치테크,KOSDAQ,화학,238912100400
240810,원익IPS,KOSDAQ,반도체,1600135172600
241520,DSC인베스트먼트,KOSDAQ,금융,110411269910
241560,두산밥캣,KOSPI,기계,5634003129200
241590,화승엔터프라이즈,KOSPI,기타제조업,433213323400
241690,유니테크노,KOSDAQ,운송장비·부품,119055049400
241710,코스메카코리아,KOSDAQ,화학,182628000000
241770,메카로,KOSDAQ,반도체,117826918400
241790,오션브릿지,KOSDAQ,반도체,153140326540
241820,피씨엘,KOSDAQ,제약,103594441400
241840,에이스토리,KOSDAQ,오락·문화,192707878800
242040,나무기술,KOSDAQ,출판·매체복제,95167226000
243070,휴온스,KOSDAQ,제약,372985906250
243840,신흥에스이씨,KOSDAQ,IT부품,369141538950
244460,올리패스,KOSDAQ,제약,94609622895
244920,에이플러스에셋,KOSPI,기타금융,103204118545
245620,EDGC,KOSDAQ,기타서비스,136963914750
246690,TS인베스트먼트,KOSDAQ,금융,63593942827
246710,티앤알바이오팹,KOSDAQ,제약,284641033740
246720,아스타,KOSDAQ,제약,117039506750
246960,이노테라피,KOSDAQ,제약,49267350600
247540,에코프로비엠,KOSDAQ,일반전기전자,24939342720000
247660,나노씨엠에스,KOSDAQ,일반전기전자,78190560000
248070,솔루엠,KOSPI,전기전자,1265140440300
248170,샘표식품,KOSPI,음식료품,130652979600
249420,일동제약,KOSPI,의약품,517571433350
250000,보라티알,KOSDAQ,유통,76755834210
250060,모비스,KOSDAQ,소프트웨어,89114539780
250930,예선테크,KOSDAQ,화학,33165442200
251120,바이오에프디엔씨,KOSDAQ,제약,155653030000
251270,넷마블,KOSPI,서비스업,4813396112000
251370,와이엠티,KOSDAQ,화학,199199605440
251630,브이원텍,KOSDAQ,기계·장비,184225347000
251970,펌텍코리아,KOSDAQ,화학,257920000000
252500,세화피앤씨,KOSDAQ,화학,45842460950
252990,샘씨엔에스,KOSDAQ,반도체,276849229920
253450,스튜디오드래곤,KOSDAQ,오락·문화,1941778970800
253590,네오셈,KOSDAQ,반도체,122477983810
253840,수젠텍,KOSDAQ,의료·정밀기기,137602797270
254120,자비스,KOSDAQ,기계·장비,78162124960
254490,미래반도체,KOSDAQ,유통,404264000000
255220,SG,KOSDAQ,비금속,57691372121
255440,야스,KOSDAQ,IT부품,171451540000
256150,한독크린텍,KOSDAQ,기계·장비,64137800000
256630,포인트엔지니어링,KOSDAQ,금속,120343924400
256840,한국비엔씨,KOSDAQ,제약,265877214345
256940,케이피에스,KOSDAQ,반도체,200048180860
257370,명성티엔에스,KOSDAQ,IT부품,92999789370
257720,실리콘투,KOSDAQ,유통,360779882320
258610,케일럼,KOSDAQ,금속,75409724610
258790,소프트캠프,KOSDAQ,출판·매체복제,42885043344
258830,세종메디칼,KOSDAQ,의료·정밀기기,167758198260
259630,엠플러스,KOSDAQ,기계·장비,146529055860
259960,크래프톤,KOSPI,서비스업,9305847810000
260660,알리코제약,KOSDAQ,제약,95027530200
260930,씨티케이,KOSDAQ,화학,111987811890
260970,에스앤디,KOSDAQ,음식료·담배,61337836200
261200,덴티스,KOSDAQ,의료·정밀기기,165216642850
261780,차백신연구소,KOSDAQ,기타서비스,155531826080
262260,에이프로,KOSDAQ,일반전기전자,244400262600
262840,아이퀘스트,KOSDAQ,소프트웨어,69118600000
263020,디케이앤디,KOSDAQ,화학,54730574100
263050,유틸렉스,KOSDAQ,제약,197416531350
263540,어스앤에어로스페이스,KOSDAQ,운송장비·부품,62439841450
263600,덕우전자,KOSDAQ,일반전기전자,197695147100
263690,디알젬,KOSDAQ,의료·정밀기기,118352624500
263700,케어랩스,KOSDAQ,기타서비스,131822418000
263720,디앤씨미디어,KOSDAQ,디지털컨텐츠,214814442500
263750,펄어비스,KOSDAQ,디지털컨텐츠,3263791034000
263770,유에스티,KOSDAQ,금속,104043755080
263800,데이타솔루션,KOSDAQ,정보기기,109244481200
263810,상신전자,KOSDAQ,일반전기전자,101279944980
263860,지니언스,KOSDAQ,소프트웨어,136852254000
263920,휴엠앤씨,KOSDAQ,기타제조,66652337106
264450,유비쿼스,KOSDAQ,통신장비,134526119780
264660,씨앤지하이테크,KOSDAQ,반도체,107983560040
264850,이랜시스,KOSDAQ,일반전기전자,77698910560
264900,크라운제과,KOSPI,음식료품,110585595500
26490K,크라운제과우,KOSPI,음식료품,8292563200
265520,AP시스템,KOSDAQ,반도체,330078693600
265560,영화테크,KOSDAQ,운송장비·부품,118554096200
265740,엔에프씨,KOSDAQ,화학,74937802000
267250,HD현대,KOSPI,기타금융,4621095472500
267260,HD현대일렉트릭,KOSPI,전기전자,1888869874000
267270,HD현대건설기계,KOSPI,기계,1189927897200
267290,경동도시가스,KOSPI,전기가스업,124982607200
267320,나인테크,KOSDAQ,IT부품,147422030975
267790,배럴,KOSDAQ,섬유·의류,63265770000
267850,아시아나IDT,KOSPI,서비스업,146187000000
267980,매일유업,KOSDAQ,음식료·담배,379239897300
268280,미원에스씨,KOSPI,화학,695640000000
268600,셀리버리,KOSDAQ,기타서비스,244941204600
269620,시스웍,KOSDAQ,의료·정밀기기,96529897618
270520,지오릿에너지,KOSDAQ,기타서비스,522866575120
270660,에브리봇,KOSDAQ,일반전기전자,190916415720
270870,뉴트리,KOSDAQ,음식료·담배,77281881600
271560,오리온,KOSPI,음식료품,4926202047200
271830,팸텍,KOSDAQ,반도체,165443592960
271940,일진하이솔루스,KOSPI,운수장비,1122077571000
271980,제일약품,KOSPI,의약품,298508901600
272110,케이엔제이,KOSDAQ,반도체,180757736250
272210,한화시스템,KOSPI,전기전자,2716660813820
272290,이녹스첨단소재,KOSDAQ,IT부품,813116734500
272450,진에어,KOSPI,운수창고업,778302000000
272550,삼양패키징,KOSPI,화학,264302352540
273060,와이즈버즈,KOSDAQ,기타서비스,58634034284
273640,와이엠텍,KOSDAQ,일반전기전자,250573100000
274090,켄코아에어로스페이스,KOSDAQ,운송장비·부품,193199188530
275630,에스에스알,KOSDAQ,소프트웨어,30029765110
276040,스코넥,KOSDAQ,디지털컨텐츠,166352000400
276730,제주맥주,KOSDAQ,음식료·담배,90565618143
277070,린드먼아시아,KOSDAQ,금융,87081120000
277410,인산가,KOSDAQ,음식료·담배,61301679657
277810,레인보우로보틱스,KOSDAQ,기계·장비,2017499140800
277880,티에스아이,KOSDAQ,기계·장비,251277894710
278280,천보,KOSDAQ,화학,1893000000000
278650,HLB바이오스텝,KOSDAQ,기타서비스,343824381140
279600,미디어젠,KOSDAQ,소프트웨어,58840849360
280360,롯데웰푸드,KOSPI,음식료품,1012329790200
281740,레이크머티리얼즈,KOSDAQ,화학,989244747400
281820,케이씨텍,KOSPI,의료정밀,412641577680
282330,BGF리테일,KOSPI,유통업,3192337438200
282690,동아타이어,KOSPI,화학,164384189550
282720,금양그린파워,KOSDAQ,건설,203971185000
282880,코윈테크,KOSDAQ,기계·장비,339641354300
284620,카이노스메드,KOSDAQ,기타서비스,132212545060
284740,쿠쿠홈시스,KOSPI,서비스업,563176983000
285130,SK케미칼,KOSPI,화학,1278505320300
28513K,SK케미칼우,KOSPI,화학,72770757600
285490,노바텍,KOSDAQ,기타제조,327321969450
285800,진영,KOSDAQ,화학,140265674000
286750,나노브릭,KOSDAQ,화학,47170785445
286940,롯데정보통신,KOSPI,서비스업,436485983850
287410,제이시스메디칼,KOSDAQ,의료·정밀기기,733269464550
288330,브릿지바이오테라퓨틱스,KOSDAQ,제약,162599628000
288620,에스퓨얼셀,KOSDAQ,일반전기전자,143424943800
288980,모아데이타,KOSDAQ,소프트웨어,117110952000
289010,아이스크림에듀,KOSDAQ,출판·매체복제,63548342780
289080,SV인베스트먼트,KOSDAQ,금융,117647140000
289220,자이언트스텝,KOSDAQ,오락·문화,389342712000
290090,트윔,KOSDAQ,소프트웨어,103430339500
290120,대유에이피,KOSDAQ,운송장비·부품,67089290640
290270,휴네시온,KOSDAQ,소프트웨어,39343416840
290380,대유,KOSDAQ,화학,56841307600
290520,신도기연,KOSDAQ,기계·장비,108319661600
290550,디케이티,KOSDAQ,IT부품,180452616780
290650,엘앤씨바이오,KOSDAQ,제약,788299962250
290660,네오펙트,KOSDAQ,의료·정밀기기,35181647820
290670,대보마그네틱,KOSDAQ,기계·장비,488746452000
290690,소룩스,KOSDAQ,일반전기전자,192384441900
290720,푸드나무,KOSDAQ,유통,111513442560
290740,액트로,KOSDAQ,IT부품,75487582500
291230,엔피,KOSDAQ,기타서비스,227810120710
291650,압타머사이언스,KOSDAQ,기타서비스,57902659320
291810,핀텔,KOSDAQ,소프트웨어,88650110080
293480,하나제약,KOSPI,의약품,259662741060
293490,카카오게임즈,KOSDAQ,디지털컨텐츠,3239997284700
293580,나우IB,KOSDAQ,금융,126320630000
293780,압타바이오,KOSDAQ,기타서비스,258443856940
293940,신한알파리츠,KOSPI,서비스업,550625768750
294090,이오플로우,KOSDAQ,의료·정밀기기,859252495700
294140,레몬,KOSDAQ,화학,249010000000
294570,쿠콘,KOSDAQ,소프트웨어,291233054000
294630,서남,KOSDAQ,일반전기전자,68482829580
294870,HDC현대산업개발,KOSPI,건설업,825159771600
296640,이노룰스,KOSDAQ,소프트웨어,50697753600
297090,씨에스베어링,KOSDAQ,기계·장비,322380000000
297570,알로이스,KOSDAQ,통신장비,54840009312
297890,HB솔루션,KOSDAQ,기계·장비,283238375420
298000,효성화학,KOSPI,화학,323159763800
298020,효성티앤씨,KOSPI,화학,1674812934000
298040,효성중공업,KOSPI,전기전자,823357588400
298050,효성첨단소재,KOSPI,화학,2007016704000
298060,에스씨엠생명과학,KOSDAQ,제약,140944460000
298380,에이비엘바이오,KOSDAQ,제약,1161924887700
298540,더네이쳐홀딩스,KOSDAQ,섬유·의류,378888288800
298690,에어부산,KOSPI,운수창고업,351669600000
298830,슈어소프트테크,KOSDAQ,소프트웨어,568258911000
298870,우리벤처파트너스,KOSDAQ,금융,261000000000
299030,하나기술,KOSDAQ,기계·장비,509307066000
299170,더블유에스아이,KOSDAQ,유통,62308023225
299660,셀리드,KOSDAQ,기타서비스,83590939280
299900,위지윅스튜디오,KOSDAQ,오락·문화,599526338420
299910,베스파,KOSDAQ,디지털컨텐츠,25974889140
300080,플리토,KOSDAQ,디지털컨텐츠,183118110000
300120,라온피플,KOSDAQ,IT부품,128568794160
300720,한일시멘트,KOSPI,비금속광물,892781250600
301300,바이브컴퍼니,KOSDAQ,소프트웨어,123915001200
302430,이노메트리,KOSDAQ,기계·장비,141893191440
302440,SK바이오사이언스,KOSPI,의약품,6303970176600
302550,리메드,KOSDAQ,의료·정밀기기,78127104000
303030,지니틱스,KOSDAQ,반도체,61768514304
303530,이노뎁,KOSDAQ,소프트웨어,105098761680
304100,솔트룩스,KOSDAQ,소프트웨어,293718217800
304360,에스바이오메딕스,KOSDAQ,제약,163125375840
304840,피플바이오,KOSDAQ,제약,156643117200
305090,마이크로디지탈,KOSDAQ,의료·정밀기기,125875145200
306040,에스제이그룹,KOSDAQ,섬유·의류,130919537560
306200,세아제강,KOSPI,철강금속,404740010000
306620,네온테크,KOSDAQ,기계·장비,144746216290
307180,아이엘사이언스,KOSDAQ,일반전기전자,96760692000
307280,원바이오젠,KOSDAQ,제약,78012433120
307750,국전약품,KOSDAQ,제약,319931633880
307870,비투엔,KOSDAQ,소프트웨어,71872666000
307930,컴퍼니케이,KOSDAQ,금융,90538000000
307950,현대오토에버,KOSPI,서비스업,3422512953600
308080,바이젠셀,KOSDAQ,제약,137821074400
308100,까스텔바작,KOSDAQ,유통,54720294580
308170,씨티알모빌리티,KOSPI,운수장비,138276600000
309930,오하임아이엔티,KOSDAQ,유통,91460097000
309960,LB인베스트먼트,KOSDAQ,금융,123051366700
310200,애니플러스,KOSDAQ,오락·문화,174420492160
310210,보로노이,KOSDAQ,제약,539431612850
310870,디와이씨,KOSDAQ,운송장비·부품,43857014520
311320,지오엘리먼트,KOSDAQ,일반전기전자,133335899200
311390,네오크레마,KOSDAQ,음식료·담배,70641670050
311690,CJ 바이오사이언스,KOSDAQ,기타서비스,154021206400
312610,에이에프더블류,KOSDAQ,일반전기전자,87104618400
313760,윌링스,KOSDAQ,일반전기전자,60801160230
314130,지놈앤컴퍼니,KOSDAQ,제약,260050487240
314140,알피바이오,KOSDAQ,제약,99316497060
314930,바이오다인,KOSDAQ,의료·정밀기기,230774258250
315640,딥노이드,KOSDAQ,소프트웨어,102488474000
316140,우리금융지주,KOSPI,기타금융,8656639927610
317120,라닉스,KOSDAQ,일반전기전자,56317800000
317240,TS트릴리온,KOSDAQ,화학,61863194375
317330,덕산테코피아,KOSDAQ,반도체,348987357720
317400,자이에스앤디,KOSPI,서비스업,267211562800
317530,캐리소프트,KOSDAQ,오락·문화,54993448400
317690,퀀타매트릭스,KOSDAQ,의료·정밀기기,81198688010
317770,슈프리마아이디,KOSDAQ,일반전기전자,229356902000
317830,에스피시스템스,KOSDAQ,기계·장비,147572929800
317850,대모,KOSDAQ,기계·장비,119455427000
317870,엔바이오니아,KOSDAQ,기타제조,105119308800
318000,KBG,KOSDAQ,화학,110691146250
318010,팜스빌,KOSDAQ,음식료·담배,75249417620
318020,포인트모바일,KOSDAQ,일반전기전자,229187123200
318160,셀바이오휴먼텍,KOSDAQ,섬유·의류,62612541890
318410,비비씨,KOSDAQ,기타제조,60385491410
319400,현대무벡스,KOSDAQ,기계·장비,519830415870
319660,피에스케이,KOSDAQ,반도체,616991008200
320000,윈텍,KOSDAQ,기계·장비,70296762400
321260,프로이천,KOSDAQ,일반전기전자,94584441820
321550,티움바이오,KOSDAQ,기타서비스,267317803690
321820,와이더플래닛,KOSDAQ,출판·매체복제,40413449700
322000,HD현대에너지솔루션,KOSPI,전기전자,463680000000
322180,티라유텍,KOSDAQ,소프트웨어,74790825000
322310,오로스테크놀로지,KOSDAQ,기계·장비,163352492480
322510,제이엘케이,KOSDAQ,소프트웨어,196256234880
322780,코퍼스코리아,KOSDAQ,오락·문화,95779847825
323230,엠에프엠코리아,KOSDAQ,섬유·의류,22703745000
323280,태성,KOSDAQ,기계·장비,55017161400
323410,카카오뱅크,KOSPI,은행,12658167487350
323990,박셀바이오,KOSDAQ,기타서비스,609681150000
326030,SK바이오팜,KOSPI,서비스업,5896987725000
327260,RF머트리얼즈,KOSDAQ,기타제조,98665455040
328130,루닛,KOSDAQ,소프트웨어,1199511568800
328380,솔트웨어,KOSDAQ,컴퓨터서비스,41492224158
329180,HD현대중공업,KOSPI,운수장비,10421963818400
330350,위더스제약,KOSDAQ,제약,102639812840
330590,롯데리츠,KOSPI,서비스업,956082558540
330730,스톤브릿지벤처스,KOSDAQ,금융,79987326900
330860,네패스아크,KOSDAQ,반도체,294244686750
331380,포커스에이치엔에스,KOSDAQ,일반전기전자,42383094950
331520,밸로프,KOSDAQ,디지털컨텐츠,62329655640
331920,셀레믹스,KOSDAQ,제약,38616420040
332290,누보,KOSDAQ,화학,91800671325
332370,아이디피,KOSDAQ,정보기기,52630323590
332570,와이팜,KOSDAQ,IT부품,140508702960
333050,모코엠시스,KOSDAQ,소프트웨어,37941521274
333430,일승,KOSDAQ,운송장비·부품,122446086795
333620,엔시스,KOSDAQ,일반전기전자,140927192400
334890,이지스밸류리츠,KOSPI,서비스업,182073134925
334970,프레스티지바이오로직스,KOSDAQ,제약,254209151040
335810,프리시젼바이오,KOSDAQ,의료·정밀기기,66302384720
335870,윙스풋,KOSDAQ,유통,36615721290
335890,비올,KOSDAQ,의료·정밀기기,389665455360
336060,웨이버스,KOSDAQ,출판·매체복제,73581145600
336260,두산퓨얼셀,KOSPI,전기전자,2027030819700
33626K,두산퓨얼셀1우,KOSPI,전기전자,121614220000
33626L,두산퓨얼셀2우B,KOSPI,전기전자,33177793000
336370,솔루스첨단소재,KOSPI,전기전자,1393914441500
33637K,솔루스첨단소재1우,KOSPI,전기전자,79056297650
33637L,솔루스첨단소재2우B,KOSPI,전기전자,20915104500
336570,원텍,KOSDAQ,의료·정밀기기,772403495400
337930,브랜드엑스코퍼레이션,KOSDAQ,인터넷,153942258140
338100,NH프라임리츠,KOSPI,서비스업,81450900000
338220,뷰노,KOSDAQ,소프트웨어,270131624400
339770,교촌에프앤비,KOSPI,유통업,222094780600
339950,아이비김영,KOSDAQ,기타서비스,92140642750
340360,다보링크,KOSDAQ,통신장비,35152961520
340440,세림B&G,KOSDAQ,화학,76337799160
340570,티앤엘,KOSDAQ,제약,463296000000
340810,씨유박스,KOSDAQ,소프트웨어,146908170420
340930,유일에너테크,KOSDAQ,기계·장비,221749606000
344820,KCC글라스,KOSPI,비금속광물,690724644000
344860,이노진,KOSDAQ,화학,41804250000
347000,센코,KOSDAQ,의료·정밀기기,104295724160
347700,라이프시맨틱스,KOSDAQ,소프트웨어,51855706500
347740,피엔케이피부임상연구센타,KOSDAQ,기타서비스,96784107600
347770,핌스,KOSDAQ,IT부품,114384859820
347860,알체라,KOSDAQ,소프트웨어,222184335320
347890,엠투아이,KOSDAQ,정보기기,158911009840
348030,모비릭스,KOSDAQ,디지털컨텐츠,102664622000
348150,고바이오랩,KOSDAQ,기타서비스,234566814600
348210,넥스틴,KOSDAQ,반도체,750733219600
348340,뉴로메카,KOSDAQ,기계·장비,415239232500
348350,위드텍,KOSDAQ,의료·정밀기기,128007852000
348370,엔켐,KOSDAQ,화학,1172724716800
348950,제이알글로벌리츠,KOSPI,서비스업,902008320000
